City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,pielesti,44.3333,23.95,9.18,87,0,6.71,RO,1680407054
288,boguchany,58.3814,97.4531,-4.83,55,8,2.26,RU,1680407054
289,arman,59.7,150.1667,-2.21,89,100,2.44,RU,1680407054
290,asfi,32.2994,-9.2372,14.35,86,5,7.65,MA,1680407055
291,ampanihy,-24.7,44.75,21.51,93,88,3.79,MG,1680407055
292,kjollefjord,70.9457,27.3465,-1.97,93,100,3.6,NO,1680407056
293,kurchum,48.5722,83.6542,-3.72,31,0,8.72,KZ,1680407057
294,ust-tsilma,65.441,52.1498,-6.04,96,100,1.89,RU,1680407057
295,bandundu,-3.3167,17.3667,22.94,92,100,1.45,CD,1680407058
296,shyroke,47.6917,33.2571,6.64,86,100,5.27,UA,1680407058
297,fortuna,40.5982,-124.1573,9.4,85,90,1.03,US,1680407058
298,pangnirtung,66.1451,-65.7125,-17.73,73,98,3.5,CA,1680407059
299,tshikapa,-6.4167,20.8,20.8,90,100,1.01,CD,1680407059
300,lavrentiya,65.5833,-171.0,-9.49,77,100,4.27,RU,1680407060
301,hovd,48.0056,91.6419,-12.75,36,100,1.76,MN,1680407060
302,thompson,55.7435,-97.8558,-13.91,47,40,2.57,CA,1680407061
303,nhulunbuy,-12.2333,136.7667,33.34,52,32,5.14,AU,1680407061
304,te anau,-45.4167,167.7167,11.29,78,98,0.3,NZ,1680407061
305,great yarmouth,52.6083,1.7305,6.68,76,100,9.06,GB,1680407061
306,taoudenni,22.6783,-3.9836,24.54,9,0,3.94,ML,1680407061
307,okhotsk,59.3833,143.3,-1.74,89,100,1.92,RU,1680407062
308,ust-kuyga,70.0167,135.6,-19.05,93,94,6.05,RU,1680407062
309,kirakira,-10.4544,161.9205,29.09,74,100,2.5,SB,1680407062
310,manzanillo,20.3433,-77.1167,24.21,77,16,1.89,CU,1680407063
311,krasnyy chikoy,50.3643,108.7512,-7.42,69,100,3.71,RU,1680407064
312,kaitangata,-46.2817,169.8464,13.29,68,99,3.01,NZ,1680407064
313,ous,60.9058,61.5186,2.22,89,98,3.08,RU,1680407064
314,svetlaya,46.5389,138.3297,5.64,66,1,5.05,RU,1680407065
315,uyuni,-20.4597,-66.825,12.22,48,80,2.63,BO,1680407065
316,barpathar,26.3,93.8667,20.08,86,98,0.56,IN,1680407065
317,san quintin,30.4833,-115.95,13.34,86,0,7.03,MX,1680407066
318,dingle,10.9995,122.6711,30.93,60,97,4.11,PH,1680407066
319,cururupu,-1.8283,-44.8683,22.74,99,100,0.77,BR,1680407067
320,kapoeta,4.7717,33.5903,24.42,62,32,0.79,SS,1680407067
321,draguseni,45.9667,27.75,9.0,92,100,3.7,RO,1680407067
322,kununurra,-15.7667,128.7333,35.99,41,40,3.09,AU,1680407067
323,todos santos,23.45,-110.2167,20.37,76,100,3.79,MX,1680407068
324,amasia,40.6533,35.8331,4.85,69,85,2.38,TR,1680407068
325,kardla,58.9978,22.7492,-1.08,74,9,6.53,EE,1680407069
326,itaituba,-4.2761,-55.9836,22.47,99,94,0.71,BR,1680407069
327,yatou,37.15,122.3833,17.9,26,0,4.04,CN,1680407069
328,asau,46.4333,26.4,8.51,89,100,2.1,RO,1680407070
329,harihar,14.5167,75.8,28.57,33,29,2.84,IN,1680407070
330,mogadishu,2.0371,45.3438,27.93,69,40,4.63,SO,1680406931
331,pemba,-12.974,40.5178,23.39,94,40,4.63,MZ,1680407071
332,korla,41.7597,86.1469,7.51,17,0,3.86,CN,1680407072
333,solnechnyy,50.7214,136.6319,9.91,56,100,1.84,RU,1680407072
334,naraina,26.7833,75.2,26.15,35,5,1.33,IN,1680407072
335,westfield,42.1251,-72.7495,11.26,80,0,3.09,US,1680407072
336,vagur,61.4732,-6.8119,6.15,84,98,4.94,FO,1680407072
337,ahipara,-35.1667,173.1667,20.59,71,98,2.78,NZ,1680407073
338,nadvoitsy,63.8667,34.3167,-11.76,99,94,2.09,RU,1680407073
339,kalmunai,7.4167,81.8167,28.71,71,4,2.58,LK,1680407073
340,lazaro cardenas,17.9583,-102.2,24.2,69,49,1.98,MX,1680407074
341,weiser,44.251,-116.9693,7.11,60,82,0.45,US,1680407074
342,zeya,53.75,127.2667,4.04,68,75,3.05,RU,1680407075
343,constitucion,-35.3333,-72.4167,15.61,76,100,4.44,CL,1680407075
344,pauini,-7.7136,-66.9764,22.39,99,92,0.6,BR,1680407075
345,ishigaki,24.3448,124.1572,24.07,69,40,6.69,JP,1680407076
346,winnemucca,40.973,-117.7357,9.03,53,100,5.14,US,1680407076
347,santa maria,-29.6842,-53.8069,10.61,100,0,1.03,BR,1680406715
348,la ronge,55.1001,-105.2842,-2.86,63,100,6.17,CA,1680407077
349,chicama,-7.8447,-79.1469,25.3,82,100,2.74,PE,1680407077
350,kabwe,-14.4469,28.4464,15.16,99,72,1.81,ZM,1680407077
351,inhambane,-23.865,35.3833,21.99,94,20,2.85,MZ,1680407078
352,rolla,37.9514,-91.7713,7.75,79,0,0.0,US,1680407078
353,muravlenko,63.7898,74.523,0.98,99,100,11.43,RU,1680407078
354,badou,7.5833,0.6,24.06,86,81,1.03,TG,1680407078
355,shache,38.4167,77.2406,15.68,15,100,5.2,CN,1680407079
356,holme,56.1138,10.1725,-0.24,87,5,3.97,DK,1680407079
357,dwarka,22.2394,68.9678,25.55,63,29,3.76,IN,1680407080
358,fare,-16.7,-151.0167,28.22,72,6,3.53,PF,1680407080
359,arvika,59.6553,12.5852,-3.66,96,80,1.42,SE,1680407081
360,bongandanga,1.5,21.05,19.55,91,85,1.24,CD,1680407081
